Timestamp,Type,Data
2025-05-16 13:56:09,QRCODE,https://www.facebook.com/qr/831509950292951
2025-05-16 13:56:33,QRCODE,https://posh.mk/j0anH7X7gub
2025-05-16 14:01:05,QRCODE,http://www.scanmebook.com
